source,category,subcategory,title,link,description,pub_date,author,guid,full_content,pub_date_formatted,full_paragraphs
SCMP,news,china,"The more China investigates corruption, the more it finds. Will the battle ever be won?",https://www.scmp.com/news/china/politics/article/3305947/more-china-investigates-corruption-more-it-finds-will-battle-ever-be-won?utm_source=rss_feed,"Even as Xi Jinping’s anti-corruption purges go further and deeper, China’s legacy of corruption remains a widespread and serious problem.","Fri, 11 Apr 2025 06:00:15 +0800","Xinlu Liang,William Zheng",https://www.scmp.com/news/china/politics/article/3305947/more-china-investigates-corruption-more-it-finds-will-battle-ever-be-won?utm_source=rss_feed,"Even as Xi Jinping’s anti-corruption purges go further and deeper, China’s legacy of corruption remains a widespread and serious problem.",2025-04-11 06:00:15,
SCMP,news,china,EU leaders plan trip to Beijing in July for summit with Xi Jinping,https://www.scmp.com/news/china/diplomacy/article/3306066/eu-leaders-plan-trip-beijing-july-summit-xi-jinping?utm_source=rss_feed,No date confirmed with the Chinese side as travel plan indicates serious effort to re-engage amid collapsed relationship with the US.,"Fri, 11 Apr 2025 05:38:08 +0800",Finbarr Bermingham,https://www.scmp.com/news/china/diplomacy/article/3306066/eu-leaders-plan-trip-beijing-july-summit-xi-jinping?utm_source=rss_feed,No date confirmed with the Chinese side as travel plan indicates serious effort to re-engage amid collapsed relationship with the US.,2025-04-11 05:38:08,
SCMP,news,china,How India’s diplomatic gamble with the US failed to pay off,https://www.scmp.com/opinion/asia-opinion/article/3305643/how-indias-diplomatic-gamble-us-failed-pay?utm_source=rss_feed,"The Trump administration has not spared India from tariff war escalations, and New Delhi is struggling to hedge beyond the US.","Fri, 11 Apr 2025 05:30:07 +0800",Lin Minwang,https://www.scmp.com/opinion/asia-opinion/article/3305643/how-indias-diplomatic-gamble-us-failed-pay?utm_source=rss_feed,"The Trump administration has not spared India from tariff war escalations, and New Delhi is struggling to hedge beyond the US.",2025-04-11 05:30:07,
SCMP,business,china_economy,"6 dead, including family of Spanish tourists, in New York helicopter crash",https://www.scmp.com/news/world/united-states-canada/article/3306065/helicopter-crashes-river-new-york?utm_source=rss_feed,"The sightseeing aircraft broke apart in mid-air before falling into the Hudson River, with three children among the victims.","Fri, 11 Apr 2025 04:21:17 +0800",Agence France-Presse,https://www.scmp.com/news/world/united-states-canada/article/3306065/helicopter-crashes-river-new-york?utm_source=rss_feed,"The sightseeing aircraft broke apart in mid-air before falling into the Hudson River, with three children among the victims.",2025-04-11 04:21:17,
SCMP,business,global_economy,Beatles book John & Paul: A Love Story in Songs covers Lennon and McCartney’s relationship,https://www.scmp.com/lifestyle/arts/article/3305924/beatles-book-john-paul-love-story-songs-covers-lennon-and-mccartneys-relationship?utm_source=rss_feed,"Ian Leslie relies on other Beatles books, gossip and interpreting lyrics to try to define the relationship between band’s writing partners.","Fri, 11 Apr 2025 04:15:07 +0800",Associated Press,https://www.scmp.com/lifestyle/arts/article/3305924/beatles-book-john-paul-love-story-songs-covers-lennon-and-mccartneys-relationship?utm_source=rss_feed,"Ian Leslie relies on other Beatles books, gossip and interpreting lyrics to try to define the relationship between band’s writing partners.",2025-04-11 04:15:07,
SCMP,business,china_economy,UK’s Prince Harry makes secret Ukraine visit to meet war victims,https://www.scmp.com/news/world/russia-central-asia/article/3306064/uks-prince-harry-makes-secret-ukraine-visit-meet-war-victims?utm_source=rss_feed,"The royal was in Lviv, an area frequently targeted by Russian missiles, and the trip was not announced until after he left the country.","Fri, 11 Apr 2025 03:46:41 +0800",Associated Press,https://www.scmp.com/news/world/russia-central-asia/article/3306064/uks-prince-harry-makes-secret-ukraine-visit-meet-war-victims?utm_source=rss_feed,"The royal was in Lviv, an area frequently targeted by Russian missiles, and the trip was not announced until after he left the country.",2025-04-11 03:46:41,
SCMP,business,china_economy,Trump health chief Robert F. Kennedy Jnr says US will know cause of autism ‘epidemic’ soon,https://www.scmp.com/news/world/united-states-canada/article/3306063/trump-health-chief-robert-f-kennedy-jnr-says-us-will-know-cause-autism-epidemic-soon?utm_source=rss_feed,Kennedy has long promoted a debunked link between vaccines and autism despite scientific evidence to the contrary.,"Fri, 11 Apr 2025 03:05:17 +0800",Reuters,https://www.scmp.com/news/world/united-states-canada/article/3306063/trump-health-chief-robert-f-kennedy-jnr-says-us-will-know-cause-autism-epidemic-soon?utm_source=rss_feed,Kennedy has long promoted a debunked link between vaccines and autism despite scientific evidence to the contrary.,2025-04-11 03:05:17,
SCMP,news,china,China and North Korea’s Ukraine war aid to Russia creates risk in Pacific: US admiral,https://www.scmp.com/news/world/russia-central-asia/article/3306062/us-admiral-warns-china-and-north-koreas-ukraine-war-aid-russia-creates-risk-pacific?utm_source=rss_feed,The US Indo-Pacific Command head told senators China has provided tools and chips in return for submarine tech and other help.,"Fri, 11 Apr 2025 02:05:41 +0800",Associated Press,https://www.scmp.com/news/world/russia-central-asia/article/3306062/us-admiral-warns-china-and-north-koreas-ukraine-war-aid-russia-creates-risk-pacific?utm_source=rss_feed,The US Indo-Pacific Command head told senators China has provided tools and chips in return for submarine tech and other help.,2025-04-11 02:05:41,
SCMP,news,china,US markets slide as tariffs on imports from China now hit 145%,https://www.scmp.com/news/china/diplomacy/article/3306058/us-markets-slide-us-tariffs-imports-china-now-145?utm_source=rss_feed,White House clarifies that the 125% tariffs are in addition to earlier 20% levies applied for fentanyl trafficking.,"Fri, 11 Apr 2025 00:20:05 +0800","Robert Delaney,Bochen Han,Mark Magnier",https://www.scmp.com/news/china/diplomacy/article/3306058/us-markets-slide-us-tariffs-imports-china-now-145?utm_source=rss_feed,White House clarifies that the 125% tariffs are in addition to earlier 20% levies applied for fentanyl trafficking.,2025-04-11 00:20:05,
SCMP,news,world,"Hong Kong police officer charged with indecent assault, set to appear in court",https://www.scmp.com/news/hong-kong/law-and-crime/article/3306053/hong-kong-police-officer-charged-indecent-assault-set-appear-court?utm_source=rss_feed,Officer accused of indecently assaulting woman on footbridge while off duty in early hours of February 4.,"Thu, 10 Apr 2025 23:16:45 +0800",Danny Mok,https://www.scmp.com/news/hong-kong/law-and-crime/article/3306053/hong-kong-police-officer-charged-indecent-assault-set-appear-court?utm_source=rss_feed,Officer accused of indecently assaulting woman on footbridge while off duty in early hours of February 4.,2025-04-10 23:16:45,
SCMP,business,china_economy,US stocks open lower day after Trump pauses tariffs,https://www.scmp.com/news/world/united-states-canada/article/3306049/us-stocks-open-lower-day-after-trump-pauses-tariffs?utm_source=rss_feed,All three major indices were firmly in the red after notching some of the biggest single-day gains in history in the prior day.,"Thu, 10 Apr 2025 22:20:44 +0800",Agence France-Presse,https://www.scmp.com/news/world/united-states-canada/article/3306049/us-stocks-open-lower-day-after-trump-pauses-tariffs?utm_source=rss_feed,All three major indices were firmly in the red after notching some of the biggest single-day gains in history in the prior day.,2025-04-10 22:20:44,
SCMP,news,asia,Chinese-Filipino tycoon’s killing sparks fears of organised crime surge in the Philippines,https://www.scmp.com/week-asia/politics/article/3306048/chinese-filipino-tycoons-killing-sparks-fears-organised-crime-surge-philippines?utm_source=rss_feed,The ‘brutal’ murders of businessman Anson Que and his driver have reignited urgent calls for authorities to crack down on crime syndicates.,"Thu, 10 Apr 2025 22:15:03 +0800",Raissa Robles,https://www.scmp.com/week-asia/politics/article/3306048/chinese-filipino-tycoons-killing-sparks-fears-organised-crime-surge-philippines?utm_source=rss_feed,The ‘brutal’ murders of businessman Anson Que and his driver have reignited urgent calls for authorities to crack down on crime syndicates.,2025-04-10 22:15:03,
SCMP,news,china,‘Game of strategic resolve’: can China outflank US in protracted trade war?,https://www.scmp.com/news/china/diplomacy/article/3306040/game-strategic-resolve-can-china-outflank-us-protracted-trade-duel?utm_source=rss_feed,"Escalating trade conflict is ‘strategic battle’ that could take several more months before rational negotiations can begin, experts say.","Thu, 10 Apr 2025 22:00:08 +0800","Kawala Xie,Meredith Chen",https://www.scmp.com/news/china/diplomacy/article/3306040/game-strategic-resolve-can-china-outflank-us-protracted-trade-duel?utm_source=rss_feed,"Escalating trade conflict is ‘strategic battle’ that could take several more months before rational negotiations can begin, experts say.",2025-04-10 22:00:08,
SCMP,business,companies,Hong Kong’s Simmi Chan runner-up at Under-23 World Squash Championships,https://www.scmp.com/sport/hong-kong/article/3306042/hong-kongs-simmi-chan-runner-under-23-world-squash-championships?utm_source=rss_feed,Chan beaten by Fayrouz Aboelkheir of Egypt – and qualification rules could deny her a place in senior world championships next month.,"Thu, 10 Apr 2025 21:57:49 +0800",Mike Chan,https://www.scmp.com/sport/hong-kong/article/3306042/hong-kongs-simmi-chan-runner-under-23-world-squash-championships?utm_source=rss_feed,Chan beaten by Fayrouz Aboelkheir of Egypt – and qualification rules could deny her a place in senior world championships next month.,2025-04-10 21:57:49,
SCMP,news,asia,Singapore ministers’ criticism of ex-NMP Calvin Cheng seen as bid to cool tensions,https://www.scmp.com/week-asia/politics/article/3306044/singapores-top-officials-pm-criticise-ex-nmp-calvin-cheng-over-gaza-post?utm_source=rss_feed,Calvin Cheng on Thursday apologised for Facebook comments in which he offered to send pro-Palestinian activists to Gaza.,"Thu, 10 Apr 2025 21:40:42 +0800",Kimberly Lim,https://www.scmp.com/week-asia/politics/article/3306044/singapores-top-officials-pm-criticise-ex-nmp-calvin-cheng-over-gaza-post?utm_source=rss_feed,Calvin Cheng on Thursday apologised for Facebook comments in which he offered to send pro-Palestinian activists to Gaza.,2025-04-10 21:40:42,
SCMP,news,world,"Hong Kong’s Cathay to keep power bank ban for aircrew, but vows layover option",https://www.scmp.com/news/hong-kong/transport/article/3306043/hong-kongs-cathay-keep-power-bank-ban-aircrew-vows-layover-option?utm_source=rss_feed,"Carrier says it is working with hotels to offer power banks, as there is no ‘feasible way’ to let aircrew bring them on board amid safety concerns.","Thu, 10 Apr 2025 21:31:22 +0800",Oscar Liu,https://www.scmp.com/news/hong-kong/transport/article/3306043/hong-kongs-cathay-keep-power-bank-ban-aircrew-vows-layover-option?utm_source=rss_feed,"Carrier says it is working with hotels to offer power banks, as there is no ‘feasible way’ to let aircrew bring them on board amid safety concerns.",2025-04-10 21:31:22,
SCMP,news,china,"US, China in ‘test of endurance’, America’s military budget pledge: SCMP daily highlights",https://www.scmp.com/news/china/article/3306034/us-china-test-endurance-americas-military-budget-pledge-scmp-daily-highlights?utm_source=rss_feed,"From the latest tariff war turmoil to US promising to raise its military budget to record high, here’s a round-up from today’s China coverage.","Thu, 10 Apr 2025 21:15:07 +0800",SCMP,https://www.scmp.com/news/china/article/3306034/us-china-test-endurance-americas-military-budget-pledge-scmp-daily-highlights?utm_source=rss_feed,"From the latest tariff war turmoil to US promising to raise its military budget to record high, here’s a round-up from today’s China coverage.",2025-04-10 21:15:07,
SCMP,news,china,"Trump tariffs: Chinese chip firms shrug off trade war, as US already cut them off",https://www.scmp.com/tech/big-tech/article/3306009/trump-tariffs-chinese-chip-firms-shrug-trade-war-us-already-cut-them?utm_source=rss_feed,"Chipmakers and analysts anticipate benefits to China’s chip supply chain from the fresh US tariffs, including for equipment and components.","Thu, 10 Apr 2025 21:00:11 +0800",Wency Chen,https://www.scmp.com/tech/big-tech/article/3306009/trump-tariffs-chinese-chip-firms-shrug-trade-war-us-already-cut-them?utm_source=rss_feed,"Chipmakers and analysts anticipate benefits to China’s chip supply chain from the fresh US tariffs, including for equipment and components.",2025-04-10 21:00:11,
SCMP,news,china,China vows big changes to export controls – fresh safeguards amid a raging trade war,https://www.scmp.com/economy/china-economy/article/3306028/china-vows-big-changes-export-controls-fresh-safeguards-amid-raging-trade-war?utm_source=rss_feed,"Efforts also aim to protect China’s ‘sovereignty, security and development interests’.","Thu, 10 Apr 2025 20:30:17 +0800",Mia Nulimaimaiti,https://www.scmp.com/economy/china-economy/article/3306028/china-vows-big-changes-export-controls-fresh-safeguards-amid-raging-trade-war?utm_source=rss_feed,"Efforts also aim to protect China’s ‘sovereignty, security and development interests’.",2025-04-10 20:30:17,
SCMP,news,china,"As Trump, defence chief Hegseth eye record US$1 trillion for military, should China worry?",https://www.scmp.com/news/china/military/article/3306026/trump-defence-chief-hegseth-eye-record-us1-trillion-military-should-china-worry?utm_source=rss_feed,"Cool heads will prevail, analysts say, even as proposed US military spending boost amid a bruising tariff tit-for-tat prompts hot war fears.","Thu, 10 Apr 2025 20:14:05 +0800",Vanessa Cai,https://www.scmp.com/news/china/military/article/3306026/trump-defence-chief-hegseth-eye-record-us1-trillion-military-should-china-worry?utm_source=rss_feed,"Cool heads will prevail, analysts say, even as proposed US military spending boost amid a bruising tariff tit-for-tat prompts hot war fears.",2025-04-10 20:14:05,
SCMP,business,global_economy,"2025 Cannes Film Festival has latest Wes Anderson, Scarlett Johannson’s directorial debut",https://www.scmp.com/lifestyle/entertainment/article/3306033/2025-cannes-film-festival-has-latest-wes-anderson-scarlett-johannsons-directing-debut?utm_source=rss_feed,Anderson’s black comedy vies with Richard Linklater’s ode to French cinema; Johannson’s Eleanor the Great screens in secondary competition.,"Thu, 10 Apr 2025 20:13:51 +0800",Associated Press,https://www.scmp.com/lifestyle/entertainment/article/3306033/2025-cannes-film-festival-has-latest-wes-anderson-scarlett-johannsons-directing-debut?utm_source=rss_feed,Anderson’s black comedy vies with Richard Linklater’s ode to French cinema; Johannson’s Eleanor the Great screens in secondary competition.,2025-04-10 20:13:51,
SCMP,news,world,HKIC backs fintech unicorn WeLab to bring Hong Kong start-ups to Southeast Asia,https://www.scmp.com/business/banking-finance/article/3306030/hkic-backs-fintech-unicorn-welab-bring-hong-kong-start-ups-southeast-asia?utm_source=rss_feed,The Hong Kong government’s investment arm has acquired an unspecified stake in the Li Ka-shing-backed consumer finance company.,"Thu, 10 Apr 2025 20:08:24 +0800",Enoch Yiu,https://www.scmp.com/business/banking-finance/article/3306030/hkic-backs-fintech-unicorn-welab-bring-hong-kong-start-ups-southeast-asia?utm_source=rss_feed,The Hong Kong government’s investment arm has acquired an unspecified stake in the Li Ka-shing-backed consumer finance company.,2025-04-10 20:08:24,
SCMP,news,world,"Tenancy details for only 52,700 subdivided flats filed in Hong Kong",https://www.scmp.com/news/hong-kong/society/article/3306031/tenancy-details-only-52700-subdivided-flats-filed-hong-kong?utm_source=rss_feed,"Authorities must do more to enforce law covering city’s 108,000 subdivided flats, legislators say.","Thu, 10 Apr 2025 20:00:37 +0800",Edith Lin,https://www.scmp.com/news/hong-kong/society/article/3306031/tenancy-details-only-52700-subdivided-flats-filed-hong-kong?utm_source=rss_feed,"Authorities must do more to enforce law covering city’s 108,000 subdivided flats, legislators say.",2025-04-10 20:00:37,
SCMP,news,china,"China seeks to strengthen EU, Asean ties as US trade war escalates",https://www.scmp.com/economy/china-economy/article/3305993/china-seeks-strengthen-eu-asean-ties-us-trade-war-escalates?utm_source=rss_feed,China and European Union ready to engage on thorny issues such as electric vehicle imports as Trump’s tariff plans spark concerns.,"Thu, 10 Apr 2025 20:00:08 +0800",Alice Li,https://www.scmp.com/economy/china-economy/article/3305993/china-seeks-strengthen-eu-asean-ties-us-trade-war-escalates?utm_source=rss_feed,China and European Union ready to engage on thorny issues such as electric vehicle imports as Trump’s tariff plans spark concerns.,2025-04-10 20:00:08,
SCMP,news,world,"Hong Kong man arrested over theft of HK$129,000 from AXA office",https://www.scmp.com/news/hong-kong/law-and-crime/article/3306029/hong-kong-man-arrested-allegedly-spending-night-axa-office-steal-hk129000?utm_source=rss_feed,Police say more than 80 staff members had money stolen from insurance firm’s Causeway Bay office in Times Square.,"Thu, 10 Apr 2025 19:59:24 +0800",Danny Mok,https://www.scmp.com/news/hong-kong/law-and-crime/article/3306029/hong-kong-man-arrested-allegedly-spending-night-axa-office-steal-hk129000?utm_source=rss_feed,Police say more than 80 staff members had money stolen from insurance firm’s Causeway Bay office in Times Square.,2025-04-10 19:59:24,
SCMP,business,companies,No Messi repeat: Manchester United vow to bring their stars for Hong Kong match,https://www.scmp.com/sport/football/article/3306017/no-messi-repeat-manchester-united-vow-bring-their-stars-hong-kong-match?utm_source=rss_feed,"Promoter promises ‘basically the whole team’, while United’s director of tours says ‘you can trust us – we will put on a show’.","Thu, 10 Apr 2025 19:54:37 +0800",Andrew Cesare Richardson,https://www.scmp.com/sport/football/article/3306017/no-messi-repeat-manchester-united-vow-bring-their-stars-hong-kong-match?utm_source=rss_feed,"Promoter promises ‘basically the whole team’, while United’s director of tours says ‘you can trust us – we will put on a show’.",2025-04-10 19:54:37,
SCMP,business,global_economy,"Disney+ K-drama Hyper Knife review: Park Eun-bin, Sul Kyung-gu tango in surgical thriller",https://www.scmp.com/lifestyle/k-drama/k-drama/article/3306020/disney-k-drama-hyper-knife-review-park-eun-bin-sul-kyung-gu-tango-surgical-thriller?utm_source=rss_feed,Sul Kyung-gu and Pak Eun-bin are duelling surgeons who share a dark secret. Their final showdown is powerful but not what we were expecting.,"Thu, 10 Apr 2025 19:45:08 +0800",Pierce Conran,https://www.scmp.com/lifestyle/k-drama/k-drama/article/3306020/disney-k-drama-hyper-knife-review-park-eun-bin-sul-kyung-gu-tango-surgical-thriller?utm_source=rss_feed,Sul Kyung-gu and Pak Eun-bin are duelling surgeons who share a dark secret. Their final showdown is powerful but not what we were expecting.,2025-04-10 19:45:08,
SCMP,business,china_economy,Taliban’s morality police arrest men for skipping mosque or wrong hairstyles,https://www.scmp.com/news/world/middle-east/article/3306027/talibans-morality-police-arrest-men-skipping-mosque-or-wrong-hairstyles?utm_source=rss_feed,"During the holy fasting month of Ramadan, men’s attendance at mandated prayers was closely monitored, leading at times to arbitrary detention.","Thu, 10 Apr 2025 19:44:55 +0800",Associated Press,https://www.scmp.com/news/world/middle-east/article/3306027/talibans-morality-police-arrest-men-skipping-mosque-or-wrong-hairstyles?utm_source=rss_feed,"During the holy fasting month of Ramadan, men’s attendance at mandated prayers was closely monitored, leading at times to arbitrary detention.",2025-04-10 19:44:55,
SCMP,news,china,"Meet Peng Zhihui, the latest young robotics star to catch the Chinese premier’s attention",https://www.scmp.com/tech/tech-trends/article/3305986/meet-peng-zhihui-latest-young-robotics-star-catch-chinese-premiers-attention?utm_source=rss_feed,The founder of AgiBot joins a new generation of tech entrepreneurs who have gained recognition from China’s top leadership.,"Thu, 10 Apr 2025 19:30:07 +0800",Xinmei Shen,https://www.scmp.com/tech/tech-trends/article/3305986/meet-peng-zhihui-latest-young-robotics-star-catch-chinese-premiers-attention?utm_source=rss_feed,The founder of AgiBot joins a new generation of tech entrepreneurs who have gained recognition from China’s top leadership.,2025-04-10 19:30:07,
SCMP,news,world,Hong Kong launches measures to protect exporters from shipment risks amid trade war,https://www.scmp.com/news/hong-kong/politics/article/3306024/hong-kong-launches-measures-protect-exporters-shipment-risks-amid-trade-war?utm_source=rss_feed,Initiatives include providing 50 per cent insurance premium discount for pre-shipment risks and extending free protection period.,"Thu, 10 Apr 2025 19:24:18 +0800",Willa Wu,https://www.scmp.com/news/hong-kong/politics/article/3306024/hong-kong-launches-measures-protect-exporters-shipment-risks-amid-trade-war?utm_source=rss_feed,Initiatives include providing 50 per cent insurance premium discount for pre-shipment risks and extending free protection period.,2025-04-10 19:24:18,
SCMP,business,global_economy,"The Amateur star Laurence Fishburne on 9 of his key roles, from The Matrix to John Wick 2",https://www.scmp.com/lifestyle/entertainment/article/3305918/amateur-star-laurence-fishburne-9-his-key-roles-matrix-john-wick-2?utm_source=rss_feed,"Since Fishburne’s breakout role in Apocalypse Now, aged 14, he has appeared in films from Boyz N the Hood to The Matrix, and TV series.","Thu, 10 Apr 2025 19:15:07 +0800",Tribune News Service,https://www.scmp.com/lifestyle/entertainment/article/3305918/amateur-star-laurence-fishburne-9-his-key-roles-matrix-john-wick-2?utm_source=rss_feed,"Since Fishburne’s breakout role in Apocalypse Now, aged 14, he has appeared in films from Boyz N the Hood to The Matrix, and TV series.",2025-04-10 19:15:07,
SCMP,business,china_economy,EU puts tariffs on hold for 90 days to match Trump’s pause,https://www.scmp.com/news/world/europe/article/3306023/eu-puts-tariffs-hold-90-days-match-trumps-pause?utm_source=rss_feed,The EU had approved retaliatory tariffs on US$23 billion in goods in response to his 25 per cent tariffs on imported steel and aluminium.,"Thu, 10 Apr 2025 19:12:10 +0800",Associated Press,https://www.scmp.com/news/world/europe/article/3306023/eu-puts-tariffs-hold-90-days-match-trumps-pause?utm_source=rss_feed,The EU had approved retaliatory tariffs on US$23 billion in goods in response to his 25 per cent tariffs on imported steel and aluminium.,2025-04-10 19:12:10,
SCMP,news,world,"Hong Kong police arrest 6, bust cross-border syndicate that laundered HK$290 million",https://www.scmp.com/news/hong-kong/law-and-crime/article/3306021/hong-kong-police-arrest-6-bust-cross-border-syndicate-laundered-hk290-million?utm_source=rss_feed,"Syndicate believed to have conducted at least 46 scams between June 2023 and January, conning victims out of HK$13.66 million, police say.","Thu, 10 Apr 2025 19:03:27 +0800",Danny Mok,https://www.scmp.com/news/hong-kong/law-and-crime/article/3306021/hong-kong-police-arrest-6-bust-cross-border-syndicate-laundered-hk290-million?utm_source=rss_feed,"Syndicate believed to have conducted at least 46 scams between June 2023 and January, conning victims out of HK$13.66 million, police say.",2025-04-10 19:03:27,
SCMP,business,global_economy,What’s ‘extended’ in new In the Mood for Love cinema special edition in 4K?,https://www.scmp.com/lifestyle/entertainment/article/3306007/whats-extended-new-mood-love-cinema-special-edition-4k?utm_source=rss_feed,Wong Kar-wai’s 2000 masterpiece returns to Hong Kong cinemas this week for the film’s 25th anniversary with nine minutes of new footage.,"Thu, 10 Apr 2025 18:45:08 +0800",James Marsh,https://www.scmp.com/lifestyle/entertainment/article/3306007/whats-extended-new-mood-love-cinema-special-edition-4k?utm_source=rss_feed,Wong Kar-wai’s 2000 masterpiece returns to Hong Kong cinemas this week for the film’s 25th anniversary with nine minutes of new footage.,2025-04-10 18:45:08,
SCMP,news,china,Trump tariffs: China to cut number of US films screened as Hollywood becomes a target,https://www.scmp.com/news/china/diplomacy/article/3306016/china-cut-number-us-films-shown-country-response-trump-tariffs?utm_source=rss_feed,The China Film Administration said the ‘excessive’ levies were likely to reduce favourable views of American movies in the country.,"Thu, 10 Apr 2025 18:28:32 +0800","Alyssa Chen,Orange Wang",https://www.scmp.com/news/china/diplomacy/article/3306016/china-cut-number-us-films-shown-country-response-trump-tariffs?utm_source=rss_feed,The China Film Administration said the ‘excessive’ levies were likely to reduce favourable views of American movies in the country.,2025-04-10 18:28:32,
SCMP,business,china_economy,US-Russian citizen released in Moscow-Washington prisoner swap,https://www.scmp.com/news/world/united-states-canada/article/3306014/us-russian-citizen-released-moscow-washington-prisoner-swap?utm_source=rss_feed,Ksenia Karelina was convicted of treason on charges stemming from a donation of about US$52 to a charity aiding Ukraine.,"Thu, 10 Apr 2025 18:21:45 +0800",Associated Press,https://www.scmp.com/news/world/united-states-canada/article/3306014/us-russian-citizen-released-moscow-washington-prisoner-swap?utm_source=rss_feed,Ksenia Karelina was convicted of treason on charges stemming from a donation of about US$52 to a charity aiding Ukraine.,2025-04-10 18:21:45,
SCMP,news,world,"Hong Kong’s Cathay sets up task force amid Trump tariffs, trade war",https://www.scmp.com/news/hong-kong/transport/article/3306013/hong-kongs-cathay-sets-task-force-amid-trump-tariffs-trade-war?utm_source=rss_feed,"Flag carrier’s CEO warns of disruptions to cargo business, increased costs and pressure on supply chains in ‘highly exposed’ sector.","Thu, 10 Apr 2025 18:21:40 +0800",Cannix Yau,https://www.scmp.com/news/hong-kong/transport/article/3306013/hong-kongs-cathay-sets-task-force-amid-trump-tariffs-trade-war?utm_source=rss_feed,"Flag carrier’s CEO warns of disruptions to cargo business, increased costs and pressure on supply chains in ‘highly exposed’ sector.",2025-04-10 18:21:40,
SCMP,news,world,Hong Kong police arrest 3 teenagers with ‘space oil’ products worth HK$1 million,https://www.scmp.com/news/hong-kong/law-and-crime/article/3306012/hong-kong-police-arrest-3-teenagers-space-oil-products-worth-hk1-million?utm_source=rss_feed,"Trio with triad links, including two minors, allegedly manufactured the narcotic products and sold them at illegal venues or online.","Thu, 10 Apr 2025 18:20:54 +0800",Willa Wu,https://www.scmp.com/news/hong-kong/law-and-crime/article/3306012/hong-kong-police-arrest-3-teenagers-space-oil-products-worth-hk1-million?utm_source=rss_feed,"Trio with triad links, including two minors, allegedly manufactured the narcotic products and sold them at illegal venues or online.",2025-04-10 18:20:54,
SCMP,business,global_economy,Drink in Focus: Earl Grey Caviar Martini at Quinary,https://www.scmp.com/lifestyle/100-top-tables/article/3305976/drink-focus-earl-grey-caviar-martini-quinary?utm_source=rss_feed,"The multisensory cocktail, created almost 13 years ago, revolutionised Hong Kong’s bar scene with its unique blend of flavours and visual appeal.","Thu, 10 Apr 2025 18:15:11 +0800",Josiah Ng,https://www.scmp.com/lifestyle/100-top-tables/article/3305976/drink-focus-earl-grey-caviar-martini-quinary?utm_source=rss_feed,"The multisensory cocktail, created almost 13 years ago, revolutionised Hong Kong’s bar scene with its unique blend of flavours and visual appeal.",2025-04-10 18:15:11,
SCMP,business,global_economy,"One of the best train routes in the US, Seattle to New York offers spectacular scenery",https://www.scmp.com/lifestyle/travel-leisure/article/3305490/one-best-train-routes-us-seattle-new-york-offers-spectacular-scenery?utm_source=rss_feed,Travel from Seattle to New York for five days on Amtrak’s sleeper trains and witness breathtaking scenery from mountains to the Wild West.,"Thu, 10 Apr 2025 18:15:07 +0800",dpa,https://www.scmp.com/lifestyle/travel-leisure/article/3305490/one-best-train-routes-us-seattle-new-york-offers-spectacular-scenery?utm_source=rss_feed,Travel from Seattle to New York for five days on Amtrak’s sleeper trains and witness breathtaking scenery from mountains to the Wild West.,2025-04-10 18:15:07,
SCMP,news,asia,Air India investigates passenger who urinated on Japanese man on flight to Bangkok,https://www.scmp.com/week-asia/economics/article/3306008/air-india-investigates-passenger-who-urinated-japanese-man-new-delhi-bangkok-flight?utm_source=rss_feed,The carrier has formed an independent committee to review the matter and determine potential disciplinary actions.,"Thu, 10 Apr 2025 18:11:22 +0800",SCMP’s Asia desk,https://www.scmp.com/week-asia/economics/article/3306008/air-india-investigates-passenger-who-urinated-japanese-man-new-delhi-bangkok-flight?utm_source=rss_feed,The carrier has formed an independent committee to review the matter and determine potential disciplinary actions.,2025-04-10 18:11:22,
SCMP,business,business,IFBH seeks Hong Kong IPO as coconut water bottler exits Singapore to be near China market,https://www.scmp.com/business/article/3305982/ifbh-seeks-hong-kong-ipo-coconut-water-bottler-exits-singapore-be-near-china-market?utm_source=rss_feed,"IFBH Limited switches its listing plan to Hong Kong from Singapore because of the HKEX’s ‘strong connectivity’ with mainland China, its largest market, it says.","Thu, 10 Apr 2025 18:00:21 +0800",Cao Li,https://www.scmp.com/business/article/3305982/ifbh-seeks-hong-kong-ipo-coconut-water-bottler-exits-singapore-be-near-china-market?utm_source=rss_feed,"IFBH Limited switches its listing plan to Hong Kong from Singapore because of the HKEX’s ‘strong connectivity’ with mainland China, its largest market, it says.",2025-04-10 18:00:21,
SCMP,tech,tech,Jack Ma’s Alibaba Cloud visit a sign of support as tech giant accelerates adoption of AI,https://www.scmp.com/tech/big-tech/article/3305974/jack-mas-alibaba-cloud-visit-sign-support-tech-giant-accelerates-adoption-ai?utm_source=rss_feed,"Ma, who has stepped down from all his corporate roles, remains a key shareholder and spiritual leader of the business empire he created.","Thu, 10 Apr 2025 18:00:17 +0800",Ben Jiang,https://www.scmp.com/tech/big-tech/article/3305974/jack-mas-alibaba-cloud-visit-sign-support-tech-giant-accelerates-adoption-ai?utm_source=rss_feed,"Ma, who has stepped down from all his corporate roles, remains a key shareholder and spiritual leader of the business empire he created.",2025-04-10 18:00:17,
