source,title,link,pub_date,full_content,author,pub_date_formatted,category
HKFP,Hong Kong man convicted in retrial over 2019 Yuen Long mob attack,https://hongkongfp.com/2025/04/03/hong-kong-man-convicted-in-retrial-over-2019-yuen-long-mob-attack/,"13:36, 3 April 2025","A Hong Kong man has been found guilty in a retrial over his involvement in the Yuen Long mob attack in 2019, after his acquittal was <a href=""https://hongkongfp.com/2024/08/28/hong-kong-appeal-court-quashes-mans-acquittal-over-2019-yuen-long-attacks/"">overturned last year</a>. District Court Judge Eddie Yip convicted Wong Chi-wing of one count each of rioting and wounding with intent on Thursday after an appeal court in August sent back the case to Yip’s court. Yip previously acquitted Wong in 2021.",Site Kit -->,2025-04-03,
HKFP,"Political artist Badiucao says billboards with his &#8216;hidden&#8217; political message removed, as gallery launches attack",https://hongkongfp.com/2025/04/03/political-artist-badiucao-says-billboards-with-his-hidden-political-message-removed-as-gallery-launches-attack/,"10:43, 3 April 2025","Chinese artist Badiucao has said that two Mong Kok billboards showing a clip he made with a hidden political message have been removed. Organisers would not confirm the removal but have denied the work is political, calling the Australian-based artist&#8217;s move &#8220;disrespectful.&#8221; Four-second black-and-white clips featuring Badiucao had been intermittently displayed on two LED billboards in Kowloon for Art Week. In the videos, the artist is seen silently mouthing a quote from Chairman Mao Zedong: “You must take part in revolution.”",Site Kit -->,2025-04-03,
HKFP,"Trump orders end to duty-free relief for small parcels from China, in blow to Shein, Temu",https://hongkongfp.com/2025/04/03/trump-orders-end-to-duty-free-relief-for-small-parcels-from-china-in-blow-to-shein-temu/,"08:05, 3 April 2025","US President Donald Trump signed an order Wednesday to close a duty-free exemption for small parcels from China, in a move likely to severely disrupt the import of popular low-cost products. The rule has faced heavy scrutiny as US officials pointed to the growth of Chinese-founded online retailers Shein and Temu as a factor behind a surge of shipments using the exemption. The &#8220;de minimis&#8221; exemption allows goods valued at US$800 or below to enter the United States without paying duties or certain taxes.",Site Kit -->,2025-04-03,
HKFP,"Hong Kong aims to ban e-cigarette smoking in public from 2026, fruit shisha ban within 2 years &#8211; reports",https://hongkongfp.com/2025/04/03/hong-kong-aims-to-ban-e-cigarette-smoking-in-public-from-2026-fruit-shisha-ban-within-2-years-reports/,"15:13, 3 April 2025","Hong Kong is aiming to bar residents from possessing or smoking e-cigarettes in public from the second quarter of next year, in a move that will eventually <a href=""https://hongkongfp.com/2024/06/06/hong-kong-announces-plan-to-ban-use-of-e-cigarettes-even-in-private/"">ban their use even in private</a>, according to local media reports. The government is set to submit a bill that will strengthen its crackdown on e-cigarettes and heated tobacco products as early as the end of this month, local media <a href=""https://news.tvb.com/tc/local/67ebc3961c31fea26916ad7e/%E6%B8%AF%E6%BE%B3-%E6%93%9A%E6%82%89%E6%9C%80%E5%BF%AB%E4%B8%8B%E5%8D%8A%E5%B9%B4%E8%B5%B7%E5%88%86%E9%9A%8E%E6%AE%B5%E6%8E%A8%E6%8E%A7%E7%85%99%E5%8D%81%E6%8B%9B-%E6%98%8E%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%AD%A3%E4%B8%8D%E8%83%BD%E5%85%AC%E9%96%8B%E5%90%B8%E9%9B%BB%E5%AD%90%E7%85%99"">reported</a> on Wednesday citing sources. The ban on the possession of e-cigarettes would have two phases, starting in public from 2026 before extending to private places later, according to the reports. The extension would be implemented after the first phase-ban is evaluated, though there is no timetable yet.",Site Kit -->,2025-04-03,
HKFP,Hong Kong records 365 new HIV cases in 2024 &#8211; a decline for 9th consecutive year,https://hongkongfp.com/2025/04/03/hong-kong-records-365-new-hiv-cases-in-2024-a-decline-for-9th-consecutive-year/,"19:09, 3 April 2025","Hong Kong recorded 365 new HIV cases in 2024, with the youngest infected individual aged 14, health authorities have said. The Department of Health <a href=""https://www.info.gov.hk/gia/general/202504/03/P2025040300521.htm?fontSize=1"">announced</a> on Thursday that the city saw a decline in the number of new HIV infections for the ninth consecutive year. In 2024, health authorities received reports of new HIV cases from 297 males and 68 females aged between 14 and 89.",Site Kit -->,2025-04-03,
HKFP,China vows &#8216;countermeasures&#8217; to sweeping new US tariffs,https://hongkongfp.com/2025/04/03/china-vows-countermeasures-to-sweeping-new-us-tariffs/,"17:19, 3 April 2025","China on Thursday said it &#8220;firmly opposes&#8221; sweeping new US tariffs on its exports, vowing &#8220;countermeasures&#8221; to protect its rights and interests. US President Donald Trump has ignited a potentially ruinous global trade war after imposing 10 percent levies on imports from around the world and harsh extra duties on key trading partners. Trump unveiled particularly stinging tariffs of 34 percent on China, one of its largest trading partners.",Site Kit -->,2025-04-03,
HKFP,"Social worker Jackie Chen a kind person who helps others in need, lawyer says ahead of rioting jail term",https://hongkongfp.com/2025/04/03/social-worker-jackie-chen-a-kind-person-who-helps-others-in-need-lawyer-says-ahead-of-rioting-jail-term/,"15:33, 3 April 2025","Hong Kong social worker Jackie Chen is a kind person who is happy to help others in need, her lawyer has said as a judge prepares to hand down a jail term for her riot conviction linked to a protest in 2019. Chen, 48, appeared at the District Court on Thursday morning. She was <a href=""https://hongkongfp.com/2025/03/11/breaking-hong-kong-social-worker-jackie-chen-found-guilty-of-rioting-during-2019-protest-after-retrial/"">found guilty last month</a> of rioting during a protest in 2019, after the judge sided with the prosecution and said she &#8220;stood on the same side as the protesters.&#8221; The social worker&#8217;s conviction came more than five years after the protest on August 31, 2019. Chen was initially cleared of rioting midway through her trial in September 2020, but the government successfully appealed the acquittal.",Site Kit -->,2025-04-03,
HKFP,"Man jailed for 10 months for sedition, criminal damage over graffiti on Taiwan independence, Chinese Communist Party",https://hongkongfp.com/2025/04/02/man-jailed-for-10-months-for-sedition-criminal-damage-over-graffiti-on-taiwan-independence-chinese-communist-party/,"12:51, 2 April 2025","A Hong Kong man who wrote slogans related to Taiwanese independence and the Chinese Communist Party has been jailed for 10 months for criminal damage and sedition under the city&#8217;s homegrown security law, Article 23. Ernest Lee pleaded guilty at the West Kowloon Magistrates&#8217; Courts to the offences on Tuesday, <a href=""https://thewitnesshk.com/%e7%94%b7%e5%ad%90%e8%aa%8d%e8%a1%8c%e4%ba%ba%e5%a4%a9%e6%a9%8b%e5%8d%87%e9%99%8d%e6%a9%9f%e9%96%80%e5%af%ab%e5%8f%b0%e7%8d%a8%e7%ad%89%e5%9b%9a10%e6%9c%88/"">according</a> to court news outlet The Witness. He stood accused of &#8220;destroying&#8221; lift doors and banners in multiple locations, including pedestrian bridges in Wan Chai and Causeway Bay, between May and December last year.",Site Kit -->,2025-04-02,
HKFP,Hong Kong international school group ESF seeks 4.8% tuition fee hike,https://hongkongfp.com/2025/04/02/hong-kong-international-school-group-esf-seeks-4-8-tuition-fee-hike/,"09:35, 2 April 2025","Hong Kong’s largest international school group is looking to raise tuition fees by an average of 4.8 per cent for primary and secondary school students, subject to approval by the city’s Education Bureau. In a letter to parents on Monday, the English Schools Foundation (ESF) CEO Belinda Greer <a href=""https://www.esf.edu.hk/fee-levels-for-academic-year-2025-26-esf-schools/"">said</a> that the group’s board had approved proposed fee hikes, ranging between HK$650 and HK$750 per month. Annual tuition fees for primary school students, from Year 1 to Year 6, will increase by 4.9 per cent in the 2025-26 academic year, from HK$132,500 to HK$139,000, according to the statement.","an average of 4.8% for primary and secondary school students."" />",2025-04-02,
HKFP,"Joe Chow takes helm at Hong Kong Police Force, as Raymond Siu &#8211; sanctioned by US &#8211; retires",https://hongkongfp.com/2025/04/02/joe-chow-takes-helm-at-hong-kong-police-force-as-raymond-siu-sanctioned-by-us-retires/,"12:03, 2 April 2025","Joe Chow &#8211; previously deputy commissioner of police (operations) &#8211; has been <a href=""https://www.police.gov.hk/ppp_en/01_about_us/os_sofficers.html"">appointed</a> as Commissioner of Police by China&#8217;s State Council. It comes after Raymond Siu stepped down as the city&#8217;s top cop on Tuesday. He entered pre-retirement leave after serving for 36 years. Chow said during a press conference on Wednesday that safeguarding national security will remain a top priority for the police under his leadership.","China&#039;s State Council."" />",2025-04-02,
HKFP,US lawmakers seek to rename street for jailed Hong Kong media tycoon Jimmy Lai,https://hongkongfp.com/2025/04/02/us-lawmakers-seek-to-rename-street-for-jailed-hong-kong-media-tycoon-jimmy-lai/,"14:00, 2 April 2025","US lawmakers moved Tuesday to rename the street next to Hong Kong&#8217;s Washington office after Jimmy Lai, the pro-democracy media owner jailed as China clamps down in the financial hub. A bill introduced in the House of Representatives would erect the street sign &#8220;Jimmy Lai Way&#8221; on a stretch alongside the Hong Kong Economic and Trade Office in Washington&#8217;s bustling Dupont Circle area. &#8220;We want to remind every HKETO employee of their part in dismantling the freedoms that once made Hong Kong the most vibrant and prosperous city in Asia,&#8221; said Representative Chris Smith, the Republican co-chair of the Congressional-Executive Commission on China, which examines rights in the country.",Site Kit -->,2025-04-02,
HKFP,"US report says human rights further curtailed in Hong Kong, as city slams &#8216;slanders and smears&#8217;",https://hongkongfp.com/2025/04/02/us-report-says-human-rights-further-curtailed-in-hong-kong-as-city-slams-slanders-and-smears/,"15:13, 2 April 2025","Hong Kong has slammed “untruthful remarks, slanders and smears” in a US report accusing Beijing and local authorities of taking further steps to curtail human rights in the city through national security legislation. In its 2025 Hong Kong Policy Act Report issued Monday, the US Department of State <a href=""https://www.state.gov/hong-kong-policy-act-report-2025/"">said</a> that Beijing and Hong Kong last year “took actions that eroded Hong Kong’s judicial independence and rule of law” and there was “no expectation” of a fair trial for national security cases. It cited the Hong Kong <a href=""https://hongkongfp.com/2024/10/28/hong-kong-activist-chow-hang-tung-barred-from-calling-on-overseas-witnesses-in-national-security-case/"">national security committee’s instruction</a> to block overseas witnesses from testifying in jailed Tiananmen crackdown vigil organiser Chow Hang-tung’s national security trial.",Site Kit -->,2025-04-02,
HKFP,"China military practises hitting key ports, energy sites in Taiwan drills",https://hongkongfp.com/2025/04/02/china-military-practises-hitting-key-ports-energy-sites-in-taiwan-drills/,"17:47, 2 April 2025","China&#8217;s military said it practised hitting key ports and energy sites during &#8220;live-fire&#8221; drills Wednesday as part of exercises aimed at Taiwan, the democratic island it claims as its own. The surprise manoeuvres were criticised by Washington as &#8220;intimidation tactics&#8221; and come after Taiwan President Lai Ching-te called China a &#8220;foreign hostile force&#8221;. Named &#8220;Strait Thunder-2025A&#8221;, the drills were in the middle and southern parts of the Taiwan Strait as well as the East China Sea,&nbsp;the military said.",Site Kit -->,2025-04-02,
HKFP,Hong Kong gov&#8217;t launches 1-month public consultation on legalising basketball betting,https://hongkongfp.com/2025/04/02/hong-kong-govt-launches-1-month-public-consultation-on-legalising-basketball-betting/,"18:58, 2 April 2025","The Hong Kong government has invited members of the public to submit their views on its proposal to legalise basketball betting in the city. The government <a href=""https://www.info.gov.hk/gia/general/202504/02/P2025040200282.htm?fontSize=1"" target=""_blank"" rel=""noreferrer noopener"">announced</a> on Wednesday the launch of a one-month consultation on a regulatory regime for basketball betting under the Betting Duty Ordinance. A 16-page consultation document was <a href=""https://www.hyab.gov.hk/file_manager/en/documents/policy_responsibilities/consultation_paper.pdf"" target=""_blank"" rel=""noreferrer noopener"">released</a> for the public to give feedback until May 2. The government proposed amending the ordinance to grant the Secretary for Home and Youth Affairs the power to issue a basketball betting license to the Hong Kong Jockey Club (HKJC).",Site Kit -->,2025-04-02,
HKFP,"Merging Hong Kong’s public broadcaster and gov’t PR wing ‘counterproductive,’ commerce chief tells lawmaker",https://hongkongfp.com/2025/04/02/merging-hong-kongs-public-broadcaster-and-govt-pr-wing-counterproductive-commerce-chief-tells-lawmaker/,"19:59, 2 April 2025","Hong Kong&#8217;s commerce chief has turned down an idea floated by a lawmaker to merge the city’s public broadcaster and the government’s public relations department, saying such a move would be “counterproductive” to official communication work. Speaking during a Legislative Council (LegCo) meeting on Wednesday, Secretary for Commerce and Economic Development Algernon Yau said the government-funded <a href=""https://hongkongfp.com/tag/rthk/"">Radio Television Hong Kong (RTHK)</a> and the <a href=""https://hongkongfp.com/tag/information-services-department/"">Information Services Department (ISD)</a>, which publishes news for the authorities, were two departments with “no overlapping” functions. &#8220;Although RTHK and the ISD are both government departments and both carry the responsibility of disseminating government information, RTHK, as the public service broadcaster, and the ISD, being responsible for the government&#8217;s public relations, perform different duties,” he said in Cantonese.",Site Kit -->,2025-04-02,
HKFP,HKFP Lens: Spectacular shots from the final days of Hong Kong&#8217;s old Kai Tak Airport,https://hongkongfp.com/2025/04/01/hkfp-history-spectacular-shots-from-the-final-days-of-hong-kongs-old-kai-tak-airport/,"09:49, 1 April 2025","Heralded as the sixth most dangerous in the world, Kai Tak served as Hong Kong’s airport from 1925 until&nbsp;1998.&nbsp;Initially a simple grass-strip airfield, a concrete slipway was added in 1928. A flight control tower and hangar were built in the 1930s, when commercial flights began. The airport was expanded in the 1950s with a new runway on land reclaimed from the harbour. By the 1990s, night flight curfews, building restrictions in Kowloon, pollution and noise forced the colonial government to seek an alternative location to replace the ageing airport.",Site Kit -->,2025-04-01,
HKFP,Chinese developer under scrutiny over Bangkok tower collapse during Myanmar earthquake,https://hongkongfp.com/2025/04/01/chinese-developer-under-scrutiny-over-bangkok-tower-collapse-during-myanmar-earthquake/,"21:58, 1 April 2025","<em><strong>By Sally Jensen and Chayanit Itthipongmaetee</strong></em> A Chinese construction company is facing questions over the deadly collapse of a Bangkok skyscraper &#8212; the only major building in the capital to fall in a catastrophic earthquake that has killed more than 2,000 people in Thailand and neighbouring Myanmar. The 30-storey tower, still under construction, was to house government offices, but the shaking reduced the structure to a pile of rubble in seconds, killing at least 13 people and injuring nine.",Site Kit -->,2025-04-01,
HKFP,HKFP Lens: Day 2 of the Hong Kong Sevens kicks off at Kai Tak Stadium,https://hongkongfp.com/2025/03/30/hkfp-lens-day-2-of-the-hong-kong-sevens-kicks-off-at-kai-tak-stadium/,"08:37, 30 March 2025","The second day of the Hong Kong Sevens rugby games kicked off on Saturday at the Kai Tak Stadium, the centrepiece of the sprawling HK$30 billion <a href=""http://hongkongfp.com/tag/kai-tak-sports-park/"">Kai Tak Sports Park</a>. Fans gathered in the brand new stadium to watch the games, with the victory of the Hong Kong men&#8217;s and women&#8217;s teams among the highlights of the day. Both teams defeated their opponents to enter the finals, to be held on Sunday. The men&#8217;s team upset Japan 43-21 in the Melrose Claymores competition while the women&#8217;s squad beat Thailand 47-0.","games unfolded on Saturday at the Kai Tak Stadium, the centrepiece of the new Kai Tak Sports Park."" />",2025-03-30,
HKFP,‘Serious loss in Chinese-language media landscape’: US cuts force Radio Free Asia subsidiary Whynot to go dark,https://hongkongfp.com/2025/03/30/serious-loss-in-chinese-language-media-landscape-us-cuts-force-radio-free-asia-subsidiary-whynot-to-go-dark/,"09:00, 30 March 2025","Veteran Hong Kong journalist Justin is a freelance editor at <a href=""https://www.wainao.me/"">Whynot</a>, a Chinese-language online media outlet and a subsidiary of the US government-funded Radio Free Asia (RFA). Since US President Donald Trump&#8217;s return to the White House in January, Justin &#8211; not his real name &#8211; began to fret about the future of his media organisation. It turned out his fear was not unfounded. His contract has been suspended following an executive order Trump signed on March 14 to defund RFA&#8217;s parent agency, the US Agency for Global Media (USAGM). Around two dozen employees at Whynot and hundreds at RFA have been put on leave.",Site Kit -->,2025-03-30,
HKFP,Explainer: Hong Kong’s national security crackdown – month 57,https://hongkongfp.com/2025/03/29/explainer-hong-kongs-national-security-crackdown-month-57/,"10:30, 29 March 2025","<em>In the third month of 2025, Hong Kong&#8217;s apex court handed down landmark rulings: quashing the convictions of three Tiananmen vigil activists and upholding jailed activist Tam Tak-chi&#8217;s conviction and prison term. Jailed media mogul Jimmy Lai ended his testimony; his trial has been adjourned until August, when the court will hear closing arguments from the defence and prosecution. Hong Kong&#8217;s security minister penned letters to hit out at a local and an international newspaper that published articles that were critical of rulings by the city&#8217;s courts.</em> The Court of Final Appeal (CFA) <a href=""https://hongkongfp.com/2025/03/06/breaking-hong-kongs-top-court-rules-in-favour-of-tiananmen-vigil-trio-in-nat-security-case/"">ruled in favour of three&nbsp;Tiananmen vigil activists</a> on March 6, quashing their convictions over failing to comply with a national security police data demand. The landmark victory was handed to Chow Hang-tung, Tang Ngok-kwan, and Tsui Hon-kwong, all from the now-disbanded Hong Kong Alliance in Support of Patriotic Democratic Movements of China, which organised three decades of vigils commemorating the 1989 Tiananmen crackdown before the event was banned.",Site Kit -->,2025-03-29,
HKFP,CK Hutchison&#8217;s Panama ports deal: Between business decision and national security,https://hongkongfp.com/2025/03/29/ck-hutchisons-panama-ports-deal-between-business-decision-and-national-security/,"11:00, 29 March 2025","I generally hesitate to say anything about what appears in the Chinese-language press, because it reaches me only second-hand, and in translation. But recent commentaries in Ta Kung Pao have me puzzled. I do not participate in controversies about China, for or against. Such matters are not very interesting, and in any case, as a marooned Brit, none of my business. But I thought I understood how the game was played. Take the row about Huawei and its exclusion from the business of providing telecom networks in Western countries. What we might call the Trumpeters&#8217; tune is that there is no such thing in China as a private company. Whether or not Huawei wished to tweak its software to facilitate spying, it would have no choice.",Site Kit -->,2025-03-29,
HKFP,HKFP Lens: Art Basel Hong Kong &#8211; centrepiece of Art Week &#8211; returns to Wan Chai,https://hongkongfp.com/2025/03/27/hkfp-lens-art-basel-hong-kong-centrepiece-of-art-week-returns-to-wan-chai/,"15:24, 27 March 2025","The centrepiece of Hong Kong&#8217;s annual Art Week &#8211; Art Basel &#8211; has returned to the city&#8217;s exhibition centre in Wan Chai, showcasing 240 galleries from 42 countries and territories. More than half of the galleries are from Asia-Pacific. A total of 23 new galleries from India, Australia, Kosovo, Guatemala, Nigeria, South Africa, the US, the UK, Germany and the Greater China region are participating.",Site Kit -->,2025-03-27,
HKFP,"HKFP Lens: Art Central&#8217;s 10th edition opens, showcasing over 500 artists at Central Harbourfront",https://hongkongfp.com/2025/03/27/hkfp-lens-art-centrals-10th-edition-opens-showcasing-over-500-artists-at-central-harbourfront/,"12:27, 27 March 2025","Art Central has returned to Hong Kong&#8217;s harbourfront for its 10th edition. The art fair will be open to the public from Thursday until Sunday at the Central Harbourfront, showcasing 108 galleries and over 500 artists from more than 40 countries and territories. Supported by the government&#8217;s Mega Arts and Cultural Events Fund, visitors can enjoy commissioned installations, performances, video art, talks, and tours.",Site Kit -->,2025-03-27,
HKFP,&#8216;My personal Four Trails&#8217;: Director Robin Lee on filming Hong Kong&#8217;s gruelling race and his own marathon creative process,https://hongkongfp.com/2025/03/23/four-trails-documentary/,"10:20, 23 March 2025","Hong Kong-born filmmaker Robin Lee never expected that <em>Four Trails</em>, his first feature-length production, would become a box-office success. <em>Four Trails</em> &#8211; a <a href=""https://www.fourtrails.hk/"">documentary</a> about runners who competed in the Hong Kong Four Trails Ultra Challenge, the city&#8217;s gruelling ultramarathon race &#8211; was originally supposed to have only a limited release. It was expected to only make between HK$100,000 to HK$300,000 at the box office. &#8220;Because it&#8217;s a documentary of a fairly niche sport, everyone was just thinking, It&#8217;s just going to be a small screening,&#8221; Lee told HKFP at his Stanley walk-up flat, sitting at a dining table, also used as an editing station.",Site Kit -->,2025-03-23,
HKFP,Hong Kong indie band An Id Signal on new album born out of 2019 protests and Covid-19 pandemic curbs,https://hongkongfp.com/2025/03/22/hong-kong-indie-band-an-id-signal-on-new-album-born-out-of-2019-protests-and-covid-19-pandemic-curbs/,"10:20, 22 March 2025","Having its roots in Hong Kong’s <a href=""https://hongkongfp.com/2024/06/22/hardcore-hong-kong-young-mainland-chinese-make-a-cross-border-pilgrimage-in-search-of-underground-music-scene/"">underground music scene</a>, An Id Signal has never adhered to any mainstream playbook. Since their emergence from the depths of Hong Kong’s industrial spaces in 2006, the four-piece band has maintained a memorable presence by performing in live houses and throwing guerrilla gigs. It has never been a household name, but to the city’s indie community, the 19-year-old band is a long-lived legend.",Site Kit -->,2025-03-22,
HKFP,"Commenting on, or criticising, court cases is both legal and helpful in Hong Kong",https://hongkongfp.com/2025/03/16/commenting-on-or-criticising-court-cases-is-both-legal-and-helpful-in-hong-kong/,"11:00, 16 March 2025","It is nice to know that the secretary for security reads Ming Pao. Think of the alternatives. Sadly, however, the secretary, Chris Tang, often does not appear to enjoy his reading. The last item to arouse Mr Tang’s ire was law professor Johannes Chan&#8217;s op-ed on <a href=""https://hongkongfp.com/2025/02/27/breaking-ex-lawmaker-lam-cheuk-ting-jailed-for-3-years-1-month-over-2019-yuen-long-attack-rioting/"">the latest legal installment of the Yuen Long incident</a>. “The author, who is a law professor, has once again published a biased article,” Mr Tang complained, “deliberately ignoring the fact that some white-clad people have already been brought to justice, misleading readers with a warped perspective that the court has made an unfair judgment regarding either party, shaking the public’s confidence in the court system, and undermining the rule of law in Hong Kong, which must be condemned.<em>”</em>",Site Kit -->,2025-03-16,
HKFP,Hong Kong as a plan B: Why some mainland Chinese turn their back on city after acquiring top talent visas,https://hongkongfp.com/2025/03/16/hong-kong-as-a-plan-b-why-some-mainland-chinese-turn-their-back-on-city-after-acquiring-top-talent-visas/,"10:00, 16 March 2025","Having migrated to Singapore with her family four months ago, Lindsey quickly found her feet in the city-state. She enrolled her children in school, hired a domestic worker, rented a 1600-square-foot apartment, and started her own business consultancy firm.&nbsp; A former executive at an international consulting company, Lindsey said that she decided to leave mainland China due to her growing sense of insecurity with the government strengthening its authoritarian rule.&nbsp; Her first choice was to emigrate to the US. As a “cost-free back-up plan,” she applied for Hong Kong’s Top Talent Pass Scheme (TTPS), targeting graduates from top universities. Lindsey, who graduated from a top university in mainland China, got the visa.",Site Kit -->,2025-03-16,
HKFP,Independent Hong Kong filmmakers &#8216;forging new path&#8217; with community screenings,https://hongkongfp.com/2025/03/15/independent-hong-kong-filmmakers-forging-new-path-with-community-screenings/,"09:49, 15 March 2025","Inside a <em>cha chaan teng</em> in Prince Edward district in Hong Kong, Stan Chan unfurled a large white cloth and hung it from the ceiling in front of a kitchen counter. The center of the room was cleared to make space for bright orange dining chairs, which were rearranged in rows facing the fabric. The Hong Kong-style restaurant was one of many unconventional venues where Chan had set up a screening for independent film <em>The Perks of Being Wild</em>. The one-hour feature, directed by Benson Koo, was never shown in cinema.&nbsp; Instead, Koo, Chan, and the rest of the production team at Wave Pictures criss-crossed the city to host 100 community screenings between last October and February this year.&nbsp;",Site Kit -->,2025-03-15,
HKFP,Explainer: Hong Kong’s national security crackdown – month 56,https://hongkongfp.com/2025/03/01/explainer-hong-kongs-national-security-crackdown-month-56/,"10:30, 1 March 2025","<em>In the second month of 2025, more groups decided to halt their activities in Hong Kong, a city once known for its vibrant civil society. The Hong Kong Public Opinion Research Institute (PORI) announced it would stop self-funded research and may even shut down, while the 30-year-old Democratic Party said it was taking steps to disband.</em> <em>Meanwhile, the government proposed legal amendments to tighten trade union laws, citing national security reasons. We also learned that the verdict of the national security trial of jailed media tycoon Jimmy Lai, which began last November, was expected to be handed down in October.</em> The Democratic Party, Hong Kong&#8217;s largest opposition group, announced on February 20 that it <a href=""https://hongkongfp.com/2025/02/20/breaking-hong-kongs-democratic-party-to-set-up-task-force-to-discuss-disbandment-steps/"">would set up a special task force to discuss steps to disband</a>.",Site Kit -->,2025-03-01,
HKFP,Explainer: Hong Kong&#8217;s Democratic Party through the years &#8211; from its founding to looming end,https://hongkongfp.com/2025/02/22/explainer-hong-kongs-democratic-party-through-the-years-from-its-founding-to-looming-end/,"09:51, 22 February 2025","Hong Kong&#8217;s Democratic Party said on Thursday that it <a href=""https://hongkongfp.com/2025/02/20/breaking-hong-kongs-democratic-party-to-set-up-task-force-to-discuss-disbandment-steps/"">would begin steps to disband</a>, citing the political situation. The party, the city&#8217;s largest opposition group, marked its 30th anniversary last year. It counts some of the city&#8217;s most well-known opposition figures among its ranks &#8211; including its co-founder Martin Lee, nicknamed the &#8220;Father of Democracy.&#8221; &#8220;We can sustain the party&#8217;s survival for a while if we only look at our account book,&#8221; said party chair Lo Kin-hei on Thursday night. &#8220;But all in all, I think that is a decision that we made&#8230; we consider the overall political environment in Hong Kong and all those future plans that we can foresee.&#8221;",Site Kit -->,2025-02-22,
HKFP,Innocent Mutanga on bringing &#8216;African solutions&#8217; to Hong Kong issues and why empowerment is key to equality,https://hongkongfp.com/2024/12/21/innocent-mutanga-on-bringing-african-solutions-to-hong-kong-issues-and-why-empowerment-is-key-to-equality/,"10:00, 21 December 2024","Innocent Mutanga only had a few books, some money and clothes when he fled from Zimbabwe to Hong Kong in 2013 to escape political persecution. He had chosen this destination mainly for its visa-free entry, and as he described it, it was &#8220;Jackie Chan&#8217;s place.&#8221; Hong Kong was not an entirely foreign land to the Zimbabwean, who had watched many films set in the city before seeking refuge there. Upon arriving at the airport, however, Mutanga had no clear idea where to go next. The only place that came to mind was the historic police station in Yau Ma Tei, which he often saw in films about the local police force. Mutanga had intended to tell immigration officials that he would be staying in a hotel in the Kowloon neighbourhood. Instead, an officer asked if he was heading to Chungking Mansions. This was the first time he had heard of the building complex in Tsim Sha Tsui &#8211; <a href=""https://hongkongfp.com/2016/11/20/hkfp-lens-chungking-mansions-constantly-evolving-cultural-melting-pot-hong-kong/"">an ethnic enclave brimming with shops, restaurants, and cheap accommodation</a> &#8211; where he ultimately spent his early days as an asylum-seeker.",Site Kit -->,2024-12-21,
HKFP,Hong Kong filmmaker duo on city’s ‘political colours’ and winning at Taiwan’s Golden Horse Awards,https://hongkongfp.com/2024/12/14/hong-kong-filmmaker-duo-on-citys-political-colours-and-winning-at-taiwans-golden-horse-awards/,"10:00, 14 December 2024","Growing up in Hong Kong, documentary makers Chan Cheuk-sze and Kathy Wong have come to understand colours as political symbols through the city’s pro-democracy movements over the past decade. In 2019, both were reporters covering the <a href=""https://hongkongfp.com/anti-extradition-movement/"">months-long protests and unrest</a>. Hong Kong was then divided into political &#8220;colour camps&#8221; &#8211; pro-democracy protesters identified with yellow, while those on the pro-establishment side were labelled blue. That colour divide could be traced to the 2014 Umbrella Movement, in which protesters used colourful umbrellas to protect against police batons and tear gas, and later wore yellow ribbons to mark their political stance.",Site Kit -->,2024-12-14,
HKFP,Hong Kong band Wellsaid wanted to take a road trip with distant friends &#8211; they turned that desire into an album,https://hongkongfp.com/2024/10/11/hong-kong-band-wellsaid-wanted-to-take-a-road-trip-with-distant-friends-they-turned-that-desire-into-an-album/,"10:00, 11 October 2024","Hong Kong band Wellsaid used to share a playlist named “imaginary road trip” with friends in the city and abroad, expressing regret at being unable to hit the road together during Covid. But even as borders reopened and the band could tour again, “there are people that we can’t see, for various reasons,” frontman Sum Lok-kei, known as Lok, said. “Willingly or unwillingly, people are separated, and only under these imaginary, hypothetical conditions can they actually do something together.” Without going into details, the four members of Wellsaid told HKFP their feelings about friends who had left the city or passed away. The unfulfilled road trip has been turned into a song with the same name as the playlist, which opens Wellsaid’s third full-length album, <em>Regretopia</em>.",Site Kit -->,2024-10-11,
HKFP,"HKFP Guide: Peng Chau &#8211; a quiet, rustic, green antidote to Hong Kong&#8217;s inner-city stress",https://hongkongfp.com/2024/03/05/hkfp-guide-peng-chau-a-quiet-rustic-green-antidote-to-hong-kongs-inner-city-stress/,"00:05, 5 March 2024","The delightful island of Peng Chau is an effective antidote to inner-city exhaustion. A day spent exploring, sunbathing and hiking will leave you feeling like you’ve just been on a relaxing holiday &#8211; especially if you go midweek. Located just 30 to 40 minutes <a href=""https://hkkf.com.hk/en/timetables/central-to-peng-chau/#c2p_en"" target=""_blank"" rel=""noreferrer noopener"">by ferry</a> from Central (depending on whether you take the slow or fast one), Peng Chau is easily walkable, offers incredible views, quiet, private spots to soak in the sun and enjoy the sea breeze, and a beautiful landscape of gardens and greenery. With several secluded, soft-sand beaches, rambling paths for hikes, garden walks and breath-taking city views, you may have a hard time deciding what to do first. Exploring the entire island takes no more than a couple of hours, and it’s easy to do. If you’re keen on cycling, there are a few bike rental places offering options to hire one for the day, and the beaches are great for camping. Peng Chau means “flat island,” so the name alone tells you navigating won’t be too hard, but don’t be fooled – there are a couple of steep hills and steps along some of the pathways. However, none is too extreme and even families with children can manage.&nbsp;",Site Kit -->,2024-03-05,
